시간,Temp_1,Humidty_1,TVOC_1,CO2_1,Temp_2,Humidty_2,TVOC_2,CO2_2,Temp_3,Humidty_3,TVOC_3,CO2_3,Temp_4,Humidty_4,TVOC_4,CO2_4,Temp_5,Humidty_5,TVOC_5,CO2_5,Temp_6,Humidty_6,TVOC_6,CO2_6,Nori_TVOC,Nori_CO2,Smoke,Particle_PM1,Particle_PM2.5,Particle_10
10:07:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.66,29.26,149,625,296,459,5,0,0,0
10:08:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.51,29.49,162,643,322,460,5,0,0,0
10:08:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.21,29.91,162,644,304,462,6,0,0,0
10:08:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.17,30.1,156,635,313,461,6,0,0,0
10:08:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.14,30.14,173,658,319,531,5,0,0,0
10:08:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.98,30.54,166,648,334,472,5,0,0,0
10:08:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.02,30.51,165,647,298,450,6,0,0,0
10:09:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.08,30.29,176,662,327,488,5,0,0,0
10:09:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1,30.45,164,646,316,489,5,0,0,0
10:09:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.12,30.32,175,661,319,481,6,0,0,0
10:09:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.19,30.11,164,646,312,441,6,0,0,0
10:09:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.27,29.98,162,644,288,440,6,0,0,0
10:09:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.31,29.85,153,631,290,425,5,0,0,0
10:10:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43,29.7,159,640,296,446,6,0,0,0
10:10:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44,29.82,159,639,275,462,6,0,0,0
10:10:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,29.73,167,651,309,455,5,0,0,0
10:10:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.42,29.74,151,628,290,427,6,0,0,0
10:10:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44,29.8,154,632,282,439,5,0,0,0
10:10:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.47,29.64,163,645,307,417,5,0,0,0
10:11:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44,29.69,149,625,319,413,5,0,0,0
10:11:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43,29.65,148,624,291,415,5,0,0,0
10:11:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,29.86,150,627,289,413,5,0,0,0
10:11:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.26,29.98,176,662,302,435,6,0,0,0
10:11:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.06,30.3,166,650,314,477,5,0,0,0
10:11:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.04,30.4,173,658,308,441,6,0,0,0
10:12:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.02,30.73,189,680,340,489,6,0,0,0
10:12:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.04,30.52,176,662,312,433,5,0,0,0
10:12:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.13,30.31,173,658,317,433,5,0,0,0
10:12:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.24,30.16,158,637,306,445,5,0,0,0
10:12:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.28,29.96,158,638,289,400,5,0,0,0
10:12:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.38,29.83,157,636,296,400,6,0,0,0
10:13:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.34,29.98,154,632,264,413,6,0,0,0
10:13:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.17,30.16,153,630,289,401,6,0,0,0
10:13:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.12,30.27,153,631,269,400,5,0,0,0
10:13:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.19,30.12,159,639,261,400,5,0,0,0
10:13:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.31,29.95,158,638,276,413,6,0,0,0
10:13:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.35,29.89,142,615,268,400,6,0,0,0
10:14:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.36,29.87,141,614,274,400,6,0,0,0
10:14:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.35,29.85,146,621,271,400,6,0,0,0
10:14:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.39,29.97,164,647,286,452,5,0,0,0
10:14:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,30.15,157,637,284,507,5,0,0,0
10:14:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.21,30.33,168,651,291,484,5,0,0,0
10:14:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22,30.11,155,634,293,400,6,0,0,0
10:15:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.28,30.03,164,646,258,400,6,0,0,0
10:15:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,29.93,149,625,288,400,6,0,0,0
10:15:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,29.87,154,633,240,400,6,0,0,0
10:15:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,29.82,148,624,248,400,5,0,0,0
10:15:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.31,29.99,138,610,259,400,6,0,0,0
10:15:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.32,30.01,151,628,258,400,5,0,0,0
10:16:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.34,30.05,156,635,263,400,5,0,0,0
10:16:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,30.18,163,644,255,434,5,0,0,0
10:16:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.16,30.47,164,647,270,449,6,0,0,0
10:16:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.05,30.6,189,680,341,454,6,0,0,0
10:16:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.03,30.54,187,677,304,450,5,0,0,0
10:16:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,30.89,190,681,293,438,5,0,0,0
10:17:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,30.78,191,682,319,412,6,0,0,0
10:17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.01,30.6,175,661,321,455,6,0,0,0
10:17:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.07,30.48,160,641,292,400,5,0,0,0
10:17:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.14,30.3,162,643,293,422,6,0,0,0
10:17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.23,30.24,159,640,282,400,5,0,0,0
10:17:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.15,30.25,157,637,279,409,5,0,0,0
10:18:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.21,30.2,158,638,274,400,5,0,0,0
10:18:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.21,30.16,157,636,288,400,6,0,0,0
10:18:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.28,30.03,161,641,255,400,6,0,0,0
10:18:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,30.38,184,672,282,478,6,0,0,0
10:18:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.28,30.34,161,642,259,400,6,0,0,0
10:18:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.19,30.32,184,673,286,406,6,0,0,0
10:19:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.26,30.15,164,646,248,400,6,0,0,0
10:19:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.34,30.01,153,631,248,400,6,0,0,0
10:19:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.36,30.12,148,624,252,400,6,0,0,0
10:19:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.42,29.88,141,614,258,400,6,0,0,0
10:19:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48,29.83,153,631,246,400,6,0,0,0
10:19:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.51,29.72,158,639,248,400,6,0,0,0
10:20:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,29.82,147,622,242,400,5,0,0,0
10:20:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.58,29.72,153,630,255,400,5,0,0,0
10:20:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.58,29.81,152,629,237,400,6,0,0,0
10:20:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,29.69,155,633,241,400,5,0,0,0
10:20:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.54,29.82,158,637,279,421,6,0,0,0
10:20:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.52,29.87,164,646,260,400,5,0,0,0
10:21:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,29.95,148,623,258,400,6,0,0,0
10:21:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.53,29.82,150,626,254,400,6,0,0,0
10:21:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.47,30.1,179,667,286,433,5,0,0,0
10:21:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43,30.29,185,674,302,517,5,0,0,0
10:21:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.39,30.08,169,653,301,400,5,0,0,0
10:21:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.41,30.27,158,637,256,400,6,0,0,0
10:22:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43,30.01,154,632,251,406,6,0,0,0
10:22:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.51,29.92,155,634,245,400,5,0,0,0
10:22:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,29.83,156,635,241,400,5,0,0,0
10:22:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.66,29.77,152,629,241,400,5,0,0,0
10:22:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.75,29.66,168,652,236,400,6,0,0,0
10:22:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.82,29.5,146,621,229,400,5,0,0,0
10:23:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.88,29.47,155,634,237,400,6,0,0,0
10:23:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.96,29.35,165,647,230,400,6,0,0,0
10:23:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.03,29.32,156,635,252,400,6,0,0,0
10:23:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,29.23,174,659,240,400,5,0,0,0
10:23:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.18,29.03,160,640,246,400,5,0,0,0
10:23:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.26,28.96,165,647,233,400,5,0,0,0
10:24:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.34,29.04,163,645,225,400,5,0,0,0
10:24:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.35,28.8,162,644,238,400,5,0,0,0
10:24:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.19,28.9,156,635,229,400,6,0,0,0
10:24:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.17,28.95,143,616,218,400,5,0,0,0
10:24:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.18,28.92,138,609,212,400,5,0,0,0
10:24:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.17,28.94,147,622,220,400,6,0,0,0
10:25:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.16,28.96,156,636,219,400,6,0,0,0
10:25:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.16,28.94,151,628,222,400,6,0,0,0
10:25:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,29.09,151,627,232,400,5,0,0,0
10:25:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1,29.07,139,611,215,400,5,0,0,0
10:25:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.07,29.11,134,603,205,400,6,0,0,0
10:25:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.02,29.14,135,605,227,400,5,0,0,0
10:26:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.97,29.2,139,610,218,400,5,0,0,0
10:26:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,29.79,168,652,225,473,6,0,0,0
10:26:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.78,29.76,181,669,243,400,6,0,0,0
10:26:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.78,29.62,159,640,207,400,6,0,0,0
10:26:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.81,29.59,159,639,203,400,5,0,0,0
10:26:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.79,29.6,161,642,226,400,6,0,0,0
10:27:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,29.53,154,632,198,400,6,0,0,0
10:27:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.82,29.55,145,619,216,400,5,0,0,0
10:27:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.84,29.54,143,616,202,400,5,0,0,0
10:27:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.83,29.5,141,613,212,400,6,0,0,0
10:27:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.83,29.55,145,620,194,400,6,0,0,0
10:27:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.79,29.75,156,634,207,400,6,0,0,0
10:28:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.75,29.67,152,629,206,400,6,0,0,0
10:28:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.71,29.89,144,618,191,400,6,0,0,0
10:28:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7,29.82,151,628,189,400,5,0,0,0
10:28:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.64,30,167,651,205,400,6,0,0,0
10:28:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.66,29.89,151,628,191,400,5,0,0,0
10:29:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.62,29.89,144,617,205,400,6,0,0,0
10:29:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.63,29.88,142,615,193,400,5,0,0,0
10:29:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.63,30.15,149,625,187,400,6,0,0,0
10:29:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.61,30.02,141,614,203,422,6,0,0,0
10:29:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,29.98,157,636,217,400,5,0,0,0
10:29:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,29.95,143,616,195,400,5,0,0,0
10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.63,29.97,126,592,192,400,6,0,0,0
10:30:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,29.94,145,619,187,400,5,0,0,0
10:30:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,30.23,141,614,194,400,6,0,0,0
10:30:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.57,30.05,145,620,184,400,6,0,0,0
10:30:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.55,30.14,138,609,177,400,5,0,0,0
10:30:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,30.48,152,629,184,400,6,0,0,0
10:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.52,30.46,169,653,205,473,6,0,0,0
10:31:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,30.43,171,656,206,400,6,0,0,0
10:31:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44,30.58,171,656,198,400,6,0,0,0
10:31:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.47,30.33,165,648,219,400,6,0,0,0
10:31:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.47,30.37,167,650,221,465,6,0,0,0
10:31:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.51,30.18,164,646,202,400,6,0,0,0
10:32:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.54,30.14,143,616,202,400,5,0,0,0
10:32:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.58,30.1,145,619,195,400,6,0,0,0
10:32:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,30.04,140,613,171,400,6,0,0,0
10:32:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.61,30,147,623,201,400,6,0,0,0
10:32:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.62,29.99,152,629,164,400,6,0,0,0
10:32:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.64,29.96,131,599,188,400,6,0,0,0
10:33:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,30.46,149,625,184,405,6,0,0,0
10:33:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.57,30.24,145,620,194,400,5,0,0,0
10:33:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,30.42,156,635,173,400,5,0,0,0
10:33:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,30.4,159,640,170,400,5,0,0,0
10:33:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48,30.45,165,648,205,500,6,0,0,0
10:33:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.52,30.26,157,637,189,400,6,0,0,0
10:34:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.54,30.19,150,626,174,400,5,0,0,0
10:34:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.58,30.12,148,624,179,400,6,0,0,0
10:34:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,30.15,147,622,179,400,5,0,0,0
10:34:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.58,30.14,155,634,168,400,5,0,0,0
10:34:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,30.26,150,626,174,400,5,0,0,0
10:34:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,30.15,148,624,176,400,6,0,0,0
10:35:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.56,30.17,149,626,182,400,5,0,0,0
10:35:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.57,30.35,160,640,182,400,5,0,0,0
10:35:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.38,30.5,140,612,168,400,6,0,0,0
10:35:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.45,30.39,170,655,189,443,5,0,0,0
10:35:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,30.26,164,646,190,400,5,0,0,0
10:35:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59,30.23,161,642,190,400,5,0,0,0
10:36:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,30.2,152,629,184,400,5,0,0,0
10:36:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.63,30.25,179,667,218,518,5,0,0,0
10:36:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,30.2,241,741,233,423,6,0,0,0
10:36:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48,30.27,195,687,236,412,6,0,0,0
10:36:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.23,30.69,182,670,245,453,6,0,0,0
10:36:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22,31.01,208,703,254,492,5,0,0,0
10:37:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.21,30.97,242,743,255,447,6,0,0,0
10:37:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.19,30.99,254,756,304,598,5,0,0,0
10:37:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.18,30.85,238,738,292,400,6,0,0,0
10:37:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.19,30.95,386,830,422,508,5,0,0,0
10:37:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.16,31.23,276,779,299,446,5,0,0,0
10:37:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.23,30.76,283,787,297,437,5,0,0,0
10:38:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1,30.89,234,733,314,403,6,0,0,0
10:38:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.03,30.93,197,690,278,400,6,0,0,0
10:38:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.12,31.11,259,761,297,448,5,0,0,0
10:38:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.02,30.94,277,781,298,433,5,0,0,0
10:38:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,30.93,236,736,312,472,5,0,0,0
10:38:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.98,30.93,208,703,284,421,5,0,0,0
10:39:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.07,31.08,255,757,361,664,5,0,0,0
10:39:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1,30.78,267,770,415,646,5,0,0,0
10:39:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.06,30.79,231,730,361,496,6,0,0,0
10:39:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.08,30.87,252,754,403,701,6,0,0,0
10:39:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.15,30.56,248,749,395,467,5,0,0,0
10:39:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.17,30.69,227,725,335,470,5,0,0,0
10:40:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.21,30.35,190,681,254,400,6,0,0,0
10:40:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22,30.3,179,667,253,400,5,0,0,0
10:40:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.17,30.37,177,664,266,400,5,0,0,0
10:40:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.19,30.6,217,713,246,400,6,0,0,0
10:40:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.24,30.41,202,696,250,400,5,0,0,0
